,DATE,OrderNumber,Coord
3840,12/14/2018,3805574,"[32.5, 6.0]"
3841,12/14/2018,3805528,"[31.25, 16.5]"
3842,12/14/2018,3805492,"[19.5, 21.0]"
3843,12/14/2018,3805470,"[19.5, 21.0]"
3844,12/14/2018,3805470,"[35.75, 22.5]"
3845,12/14/2018,3805449,"[20.75, 9.0]"
3846,12/14/2018,3805443,"[19.5, 21.0]"
3847,12/14/2018,3805443,"[45.5, 22.5]"
3848,12/14/2018,3805441,"[47.5, 21.0]"
3849,12/14/2018,3805441,"[20.75, 9.0]"
3850,12/14/2018,3805434,"[34.5, 12.0]"
3851,12/14/2018,3805436,"[31.25, 22.5]"
3852,12/14/2018,3805431,"[19.5, 21.0]"
3853,12/14/2018,3805431,"[20.75, 9.0]"
3854,12/14/2018,3805367,"[19.5, 21.0]"
3855,12/14/2018,3805363,"[20.75, 9.0]"
3856,12/14/2018,3805357,"[19.5, 21.0]"
3857,12/14/2018,3805343,"[19.5, 21.0]"
3858,12/14/2018,3805311,"[31.25, 18.0]"
3859,12/14/2018,3805292,"[19.5, 21.0]"
3860,12/14/2018,3805292,"[44.25, 16.5]"
3861,12/14/2018,3805287,"[19.5, 12.0]"
3862,12/14/2018,3805287,"[34.5, 22.5]"
3863,12/14/2018,3805287,"[42.25, 12.0]"
3864,12/14/2018,3805287,"[20.75, 9.0]"
3865,12/14/2018,3805262,"[19.5, 21.0]"
3866,12/14/2018,3805262,"[35.75, 22.5]"
3867,12/14/2018,3805259,"[34.5, 9.0]"
3868,12/14/2018,3805253,"[20.75, 6.0]"
3869,12/14/2018,3805253,"[31.25, 6.0]"
3870,12/14/2018,3805205,"[41.0, 15.0]"
3871,12/14/2018,3805131,"[19.5, 21.0]"
3872,12/14/2018,3805131,"[20.75, 9.0]"
3873,12/14/2018,3804921,"[20.75, 9.0]"
3874,12/14/2018,3804895,"[44.25, 19.5]"
3875,12/14/2018,3804868,"[24, 21.0]"
3876,12/14/2018,3804868,"[20.75, 9.0]"
3877,12/14/2018,3804849,"[24, 21.0]"
3878,12/14/2018,3804753,"[32.5, 10.5]"
3879,12/14/2018,3804753,"[19.5, 21.0]"
3880,12/14/2018,3804717,"[52.0, 10.5]"
3881,12/14/2018,3804717,"[20.75, 9.0]"
3882,12/14/2018,3804573,"[24, 13.5]"
3883,12/14/2018,3804525,"[32.5, 6.0]"
3884,12/14/2018,3804459,"[37.75, 18.0]"
3885,12/14/2018,3804471,"[19.5, 21.0]"
3886,12/14/2018,3804190,"[22.75, 13.5]"
3887,12/14/2018,3804180,"[35.75, 19.5]"
3888,12/14/2018,3804157,"[19.5, 21.0]"
3889,12/14/2018,3804157,"[37.75, 21.0]"
3890,12/14/2018,3804153,"[35.75, 13.5]"
3891,12/14/2018,3804153,"[19.5, 21.0]"
3892,12/14/2018,3804139,"[20.75, 9.0]"
3893,12/14/2018,3804131,"[42.25, 12.0]"
3894,12/14/2018,3804131,"[42.25, 12.0]"
3895,12/14/2018,3804127,"[32.5, 6.0]"
3896,12/14/2018,3808806,"[41.0, 15.0]"
3897,12/14/2018,3808804,"[24, 21.0]"
3898,12/14/2018,3808792,"[22.75, 10.5]"
3899,12/14/2018,3808767,"[41.0, 10.5]"
3900,12/14/2018,3808706,"[20.75, 9.0]"
3901,12/14/2018,3808705,"[31.25, 21.0]"
3902,12/14/2018,3808701,"[24, 10.5]"
3903,12/14/2018,3808702,"[22.75, 13.5]"
3904,12/14/2018,3808700,"[24, 21.0]"
3905,12/14/2018,3808692,"[52.0, 6.0]"
3906,12/14/2018,3808692,"[20.75, 9.0]"
3907,12/14/2018,3808638,"[39.0, 9.0]"
3908,12/14/2018,3808636,"[45.5, 13.5]"
3909,12/10/2018,3776861,"[20.75, 9.0]"
3910,12/10/2018,3776859,"[47.5, 19.5]"
3911,12/10/2018,3776839,"[39.0, 9.0]"
3912,12/10/2018,3776839,"[22.75, 21.0]"
3913,12/10/2018,3776804,"[34.5, 12.0]"
3914,12/10/2018,3776803,"[41.0, 10.5]"
3915,12/10/2018,3776803,"[20.75, 9.0]"
3916,12/10/2018,3776765,"[44.25, 10.5]"
3917,12/10/2018,3776758,"[28.0, 9.0]"
3918,12/10/2018,3776743,"[15.25, 10.5]"
3919,12/10/2018,3776743,"[22.75, 12.0]"
3920,12/10/2018,3776731,"[24, 10.5]"
3921,12/10/2018,3776671,"[41.0, 13.5]"
3922,12/10/2018,3776668,"[15.25, 10.5]"
3923,12/10/2018,3776668,"[22.75, 12.0]"
3924,12/10/2018,3776661,"[44.25, 9.0]"
3925,12/10/2018,3776652,"[24, 16.5]"
3926,12/10/2018,3776652,"[37.75, 13.5]"
3927,12/10/2018,3776652,"[22.75, 12.0]"
3928,12/10/2018,3776640,"[26, 6.0]"
3929,12/10/2018,3776549,"[24, 18.0]"
3930,12/10/2018,3777862,"[22.75, 13.5]"
3931,12/10/2018,3777847,"[31.25, 13.5]"
3932,12/10/2018,3777849,"[39.0, 9.0]"
3933,12/10/2018,3777840,"[45.5, 16.5]"
3934,12/10/2018,3777842,"[26, 6.0]"
3935,12/10/2018,3777842,"[41.0, 10.5]"
3936,12/10/2018,3777833,"[22.75, 19.5]"
3937,12/10/2018,3777822,"[24, 18.0]"
3938,12/10/2018,3777819,"[24, 9.0]"
3939,12/10/2018,3777789,"[41.0, 10.5]"
3940,12/10/2018,3777790,"[28.0, 15.0]"
3941,12/10/2018,3777787,"[24, 9.0]"
3942,12/10/2018,3777787,"[24, 16.5]"
3943,12/10/2018,3777785,"[47.5, 6.0]"
3944,12/10/2018,3777779,"[31.25, 16.5]"
3945,12/10/2018,3777767,"[32.5, 18.0]"
3946,12/10/2018,3777751,"[24, 9.0]"
3947,12/10/2018,3777749,"[15.25, 10.5]"
3948,12/10/2018,3777749,"[19.5, 18.0]"
3949,12/10/2018,3777748,"[20.75, 13.5]"
3950,12/10/2018,3777742,"[20.75, 12.0]"
3951,12/10/2018,3777742,"[20.75, 12.0]"
3952,12/10/2018,3777726,"[35.75, 19.5]"
3953,12/10/2018,3777724,"[37.75, 18.0]"
3954,12/10/2018,3777723,"[24, 12.0]"
3955,12/10/2018,3777712,"[24, 21.0]"
3956,12/10/2018,3777713,"[22.75, 12.0]"
3957,12/10/2018,3777711,"[24, 21.0]"
3958,12/10/2018,3777708,"[24, 18.0]"
3959,12/10/2018,3777706,"[24, 6.0]"
3960,12/10/2018,3777706,"[24, 9.0]"
3961,12/10/2018,3777706,"[24, 16.5]"
3962,12/10/2018,3777706,"[22.75, 10.5]"
3963,12/10/2018,3777705,"[22.75, 13.5]"
3964,12/10/2018,3777703,"[20.75, 6.0]"
3965,12/10/2018,3777703,"[19.5, 21.0]"
3966,12/10/2018,3777700,"[19.5, 21.0]"
3967,12/10/2018,3777700,"[31.25, 19.5]"
3968,12/10/2018,3777693,"[48.75, 12.0]"
3969,12/10/2018,3777694,"[24, 13.5]"
3970,12/10/2018,3777694,"[24, 19.5]"
3971,12/10/2018,3777690,"[47.5, 22.5]"
3972,12/10/2018,3777690,"[19.5, 15.0]"
3973,12/10/2018,3777690,"[22.75, 10.5]"
3974,12/10/2018,3777690,"[20.75, 9.0]"
3975,12/10/2018,3777671,"[15.25, 10.5]"
3976,12/10/2018,3777671,"[22.75, 12.0]"
3977,12/10/2018,3777664,"[26, 18.0]"
3978,12/10/2018,3777659,"[24, 19.5]"
3979,12/10/2018,3777660,"[22.75, 15.0]"
3980,12/10/2018,3777649,"[15.25, 10.5]"
3981,12/10/2018,3777649,"[22.75, 12.0]"
3982,12/10/2018,3777645,"[20.75, 9.0]"
3983,12/10/2018,3777640,"[45.5, 22.5]"
3984,12/10/2018,3777640,"[19.5, 21.0]"
3985,12/10/2018,3777632,"[31.25, 16.5]"
3986,12/10/2018,3777632,"[31.25, 16.5]"
3987,12/10/2018,3777623,"[26, 6.0]"
3988,12/10/2018,3777616,"[20.75, 9.0]"
3989,12/10/2018,3777614,"[24, 13.5]"
3990,12/10/2018,3777615,"[41.0, 13.5]"
3991,12/10/2018,3777603,"[24, 19.5]"
3992,12/10/2018,3777583,"[35.75, 21.0]"
3993,12/10/2018,3777583,"[32.5, 15.0]"
3994,12/10/2018,3777571,"[20.75, 9.0]"
3995,12/10/2018,3777568,"[39.0, 9.0]"
3996,12/10/2018,3777553,"[52.0, 13.5]"
3997,12/10/2018,3777551,"[24, 10.5]"
3998,12/10/2018,3777545,"[22.75, 15.0]"
3999,12/10/2018,3777544,"[39.0, 16.5]"
4000,12/10/2018,3777537,"[42.25, 6.0]"
4001,12/10/2018,3777537,"[22.75, 15.0]"
4002,12/10/2018,3777537,"[24, 19.5]"
4003,12/10/2018,3777535,"[20.75, 6.0]"
4004,12/10/2018,3777528,"[39.0, 9.0]"
4005,12/10/2018,3777526,"[39.0, 9.0]"
4006,12/10/2018,3777506,"[20.75, 9.0]"
4007,12/10/2018,3777469,"[26, 22.5]"
4008,12/10/2018,3777467,"[52.0, 13.5]"
4009,12/10/2018,3777457,"[37.75, 6.0]"
4010,12/10/2018,3777457,"[34.5, 12.0]"
4011,12/10/2018,3777452,"[22.75, 6.0]"
4012,12/10/2018,3777452,"[22.75, 18.0]"
4013,12/10/2018,3777443,"[19.5, 21.0]"
4014,12/10/2018,3777443,"[20.75, 9.0]"
4015,12/10/2018,3777430,"[19.5, 21.0]"
4016,12/10/2018,3777428,"[22.75, 12.0]"
4017,12/10/2018,3777428,"[20.75, 12.0]"
4018,12/10/2018,3777417,"[19.5, 9.0]"
4019,12/10/2018,3777417,"[15.25, 10.5]"
4020,12/10/2018,3777418,"[24, 10.5]"
4021,12/10/2018,3777418,"[24, 13.5]"
4022,12/10/2018,3777401,"[20.75, 13.5]"
4023,12/10/2018,3777401,"[22.75, 16.5]"
4024,12/10/2018,3777397,"[22.75, 15.0]"
4025,12/10/2018,3777387,"[28.0, 12.0]"
4026,12/10/2018,3777387,"[29.25, 13.5]"
4027,12/10/2018,3777386,"[39.0, 9.0]"
4028,12/10/2018,3777373,"[32.5, 21.0]"
4029,12/10/2018,3777365,"[20.75, 18.0]"
4030,12/10/2018,3777345,"[22.75, 10.5]"
4031,12/10/2018,3777326,"[28.0, 18.0]"
4032,12/10/2018,3777326,"[20.75, 9.0]"
4033,12/10/2018,3777290,"[32.5, 6.0]"
4034,12/10/2018,3777256,"[24, 21.0]"
4035,12/10/2018,3777254,"[20.75, 13.5]"
4036,12/10/2018,3777254,"[24, 6.0]"
4037,12/10/2018,3777247,"[31.25, 12.0]"
4038,12/10/2018,3777239,"[26, 15.0]"
4039,12/10/2018,3777233,"[22.75, 15.0]"
4040,12/10/2018,3777233,"[41.0, 22.5]"
4041,12/10/2018,3777227,"[41.0, 18.0]"
4042,12/10/2018,3777226,"[24, 21.0]"
4043,12/10/2018,3777203,"[20.75, 21.0]"
4044,12/10/2018,3777200,"[41.0, 10.5]"
4045,12/10/2018,3777199,"[47.5, 19.5]"
4046,12/10/2018,3777193,"[52.0, 12.0]"
4047,12/10/2018,3777193,"[20.75, 9.0]"
4048,12/10/2018,3777183,"[47.5, 10.5]"
4049,12/10/2018,3777182,"[24, 6.0]"
4050,12/10/2018,3777162,"[20.75, 16.5]"
4051,12/10/2018,3777160,"[20.75, 13.5]"
4052,12/10/2018,3777160,"[24, 19.5]"
4053,12/10/2018,3777148,"[24, 18.0]"
4054,12/10/2018,3777149,"[26, 15.0]"
4055,12/10/2018,3777149,"[24, 10.5]"
4056,12/10/2018,3777143,"[24, 21.0]"
4057,12/10/2018,3777142,"[22.75, 13.5]"
4058,12/10/2018,3777141,"[22.75, 13.5]"
4059,12/10/2018,3777122,"[41.0, 19.5]"
4060,12/10/2018,3777115,"[19.5, 21.0]"
4061,12/10/2018,3777109,"[47.5, 10.5]"
4062,12/10/2018,3777103,"[37.75, 10.5]"
4063,12/10/2018,3777103,"[19.5, 21.0]"
4064,12/10/2018,3777103,"[22.75, 21.0]"
4065,12/10/2018,3777103,"[15.25, 21.0]"
4066,12/10/2018,3777103,"[15.25, 21.0]"
4067,12/10/2018,3777103,"[22.75, 6.0]"
4068,12/10/2018,3777027,"[52.0, 13.5]"
4069,12/10/2018,3777026,"[24, 21.0]"
4070,12/10/2018,3777012,"[24, 21.0]"
4071,12/10/2018,3777013,"[20.75, 18.0]"
4072,12/10/2018,3777011,"[26, 21.0]"
4073,12/10/2018,3777011,"[24, 12.0]"
4074,12/4/2018,3758890,"[42.25, 16.5]"
4075,12/4/2018,3758891,"[22.75, 12.0]"
4076,12/4/2018,3758891,"[22.75, 12.0]"
4077,12/4/2018,3758891,"[20.75, 12.0]"
4078,12/4/2018,3758891,"[20.75, 12.0]"
4079,12/4/2018,3758891,"[20.75, 12.0]"
4080,12/4/2018,3758891,"[20.75, 12.0]"
4081,12/4/2018,3758886,"[19.5, 21.0]"
4082,12/4/2018,3758883,"[22.75, 9.0]"
4083,12/4/2018,3758884,"[22.75, 18.0]"
4084,12/4/2018,3758882,"[32.5, 15.0]"
4085,12/4/2018,3758872,"[22.75, 18.0]"
4086,12/4/2018,3758865,"[22.75, 13.5]"
4087,12/4/2018,3758846,"[50.75, 9.0]"
4088,12/4/2018,3758853,"[24, 6.0]"
4089,12/4/2018,3758843,"[22.75, 13.5]"
4090,12/4/2018,3758845,"[24, 12.0]"
4091,12/4/2018,3758839,"[47.5, 21.0]"
4092,12/4/2018,3758840,"[44.25, 22.5]"
4093,12/4/2018,3758840,"[42.25, 12.0]"
4094,12/4/2018,3758838,"[34.5, 18.0]"
4095,12/4/2018,3758836,"[22.75, 13.5]"
4096,12/4/2018,3758834,"[24, 13.5]"
4097,12/4/2018,3758833,"[39.0, 9.0]"
4098,12/4/2018,3758825,"[41.0, 22.5]"
4099,12/4/2018,3758825,"[45.5, 15.0]"
4100,12/4/2018,3758829,"[26, 22.5]"
4101,12/4/2018,3758821,"[24, 21.0]"
4102,12/4/2018,3758822,"[19.5, 9.0]"
4103,12/4/2018,3758822,"[15.25, 10.5]"
4104,12/4/2018,3758812,"[48.75, 12.0]"
4105,12/4/2018,3758811,"[26, 18.0]"
4106,12/4/2018,3758803,"[26, 6.0]"
4107,12/4/2018,3758805,"[41.0, 15.0]"
4108,12/4/2018,3758795,"[44.25, 10.5]"
4109,12/4/2018,3758784,"[44.25, 19.5]"
4110,12/4/2018,3758781,"[42.25, 16.5]"
4111,12/4/2018,3758782,"[24, 18.0]"
4112,12/4/2018,3758777,"[24, 21.0]"
4113,12/4/2018,3758776,"[20.75, 12.0]"
4114,12/4/2018,3758764,"[24, 16.5]"
4115,12/4/2018,3758758,"[26, 15.0]"
4116,12/4/2018,3758758,"[22.75, 13.5]"
4117,12/4/2018,3758757,"[24, 9.0]"
4118,12/4/2018,3758750,"[20.75, 12.0]"
4119,12/4/2018,3758751,"[47.5, 21.0]"
4120,12/4/2018,3758749,"[44.25, 21.0]"
4121,12/4/2018,3758749,"[29.25, 10.5]"
4122,12/4/2018,3758730,"[20.75, 10.5]"
4123,12/4/2018,3758730,"[20.75, 10.5]"
4124,12/4/2018,3758730,"[20.75, 10.5]"
4125,12/4/2018,3758721,"[45.5, 21.0]"
4126,12/4/2018,3758721,"[26, 6.0]"
4127,12/4/2018,3758721,"[47.5, 16.5]"
4128,12/4/2018,3758721,"[26, 6.0]"
4129,12/4/2018,3758721,"[24, 13.5]"
4130,12/4/2018,3758721,"[26, 21.0]"
4131,12/4/2018,3758709,"[35.75, 13.5]"
4132,12/4/2018,3758710,"[52.0, 12.0]"
4133,12/4/2018,3758704,"[32.5, 6.0]"
4134,12/4/2018,3758694,"[24, 16.5]"
4135,12/4/2018,3758692,"[24, 10.5]"
4136,12/4/2018,3758690,"[41.0, 10.5]"
4137,12/4/2018,3758683,"[22.75, 6.0]"
4138,12/4/2018,3758683,"[20.75, 13.5]"
4139,12/4/2018,3758673,"[41.0, 15.0]"
4140,12/4/2018,3758670,"[24, 15.0]"
4141,12/4/2018,3758669,"[42.25, 15.0]"
4142,12/4/2018,3758659,"[22.75, 16.5]"
4143,12/4/2018,3758646,"[32.5, 9.0]"
4144,12/4/2018,3758645,"[19.5, 21.0]"
4145,12/4/2018,3758645,"[44.25, 16.5]"
4146,12/4/2018,3758625,"[19.5, 6.0]"
4147,12/4/2018,3758625,"[48.75, 16.5]"
4148,12/4/2018,3758625,"[19.5, 12.0]"
4149,12/4/2018,3758625,"[19.5, 15.0]"
4150,12/4/2018,3758614,"[41.0, 10.5]"
4151,12/4/2018,3758615,"[37.75, 19.5]"
4152,12/4/2018,3758605,"[47.5, 10.5]"
4153,12/4/2018,3758602,"[47.5, 16.5]"
4154,12/4/2018,3758602,"[19.5, 21.0]"
4155,12/4/2018,3758600,"[22.75, 13.5]"
4156,12/4/2018,3758597,"[42.25, 16.5]"
4157,12/4/2018,3758598,"[41.0, 10.5]"
4158,12/4/2018,3758584,"[24, 16.5]"
4159,12/4/2018,3758586,"[24, 18.0]"
4160,12/4/2018,3758580,"[45.5, 6.0]"
4161,12/4/2018,3758575,"[26, 18.0]"
4162,12/4/2018,3758572,"[24, 15.0]"
4163,12/4/2018,3758574,"[28.0, 16.5]"
4164,12/4/2018,3758571,"[45.5, 13.5]"
4165,12/4/2018,3758567,"[22.75, 13.5]"
4166,12/4/2018,3758565,"[41.0, 18.0]"
4167,12/4/2018,3758565,"[39.0, 19.5]"
4168,12/4/2018,3758566,"[37.75, 6.0]"
4169,12/4/2018,3758562,"[22.75, 13.5]"
4170,12/4/2018,3758564,"[45.5, 13.5]"
4171,12/4/2018,3758560,"[45.5, 15.0]"
4172,12/4/2018,3758552,"[26, 16.5]"
4173,12/4/2018,3758541,"[24, 6.0]"
4174,12/4/2018,3758540,"[22.75, 15.0]"
4175,12/4/2018,3758540,"[44.25, 10.5]"
4176,12/4/2018,3758532,"[44.25, 18.0]"
4177,12/4/2018,3758532,"[20.75, 9.0]"
4178,12/4/2018,3758531,"[19.5, 21.0]"
4179,12/4/2018,3758531,"[44.25, 16.5]"
4180,12/4/2018,3758523,"[41.0, 13.5]"
4181,12/4/2018,3758517,"[47.5, 18.0]"
4182,12/4/2018,3758512,"[20.75, 10.5]"
4183,12/4/2018,3758512,"[24, 10.5]"
4184,12/4/2018,3758512,"[24, 19.5]"
4185,12/4/2018,3758506,"[22.75, 13.5]"
4186,12/4/2018,3758499,"[22.75, 16.5]"
4187,12/4/2018,3758500,"[47.5, 9.0]"
4188,12/4/2018,3758500,"[47.5, 9.0]"
4189,12/4/2018,3758489,"[22.75, 13.5]"
4190,12/4/2018,3758489,"[44.25, 18.0]"
4191,12/4/2018,3758488,"[44.25, 21.0]"
4192,12/4/2018,3758484,"[37.75, 13.5]"
4193,12/4/2018,3758484,"[22.75, 12.0]"
4194,12/4/2018,3758462,"[41.0, 15.0]"
4195,12/4/2018,3758474,"[26, 21.0]"
4196,12/4/2018,3758460,"[42.25, 12.0]"
4197,12/4/2018,3758447,"[45.5, 19.5]"
4198,12/4/2018,3758448,"[35.75, 9.0]"
4199,12/4/2018,3758441,"[28.0, 6.0]"
4200,12/4/2018,3758432,"[22.75, 13.5]"
4201,12/4/2018,3758440,"[26, 15.0]"
4202,12/4/2018,3758418,"[35.75, 10.5]"
4203,12/4/2018,3758397,"[22.75, 13.5]"
4204,12/4/2018,3758377,"[37.75, 6.0]"
4205,12/4/2018,3758358,"[24, 6.0]"
4206,12/4/2018,3758359,"[22.75, 13.5]"
4207,12/4/2018,3758226,"[29.25, 13.5]"
4208,12/4/2018,3758227,"[48.75, 12.0]"
4209,12/4/2018,3758217,"[20.75, 10.5]"
4210,12/4/2018,3758217,"[20.75, 10.5]"
4211,12/4/2018,3758212,"[28.0, 15.0]"
4212,12/4/2018,3758181,"[37.75, 13.5]"
4213,12/4/2018,3758181,"[22.75, 12.0]"
4214,12/4/2018,3758178,"[39.0, 9.0]"
4215,12/4/2018,3758176,"[41.0, 15.0]"
4216,12/4/2018,3758173,"[24, 9.0]"
4217,12/4/2018,3758171,"[41.0, 15.0]"
4218,12/4/2018,3758172,"[44.25, 10.5]"
4219,12/4/2018,3758169,"[15.25, 9.0]"
4220,12/4/2018,3759883,"[41.0, 10.5]"
4221,12/4/2018,3759884,"[52.0, 13.5]"
4222,12/4/2018,3759880,"[22.75, 15.0]"
4223,12/4/2018,3759881,"[32.5, 22.5]"
4224,12/4/2018,3759881,"[32.5, 9.0]"
4225,12/4/2018,3759881,"[35.75, 19.5]"
4226,12/4/2018,3759876,"[29.25, 6.0]"
4227,12/4/2018,3759876,"[22.75, 13.5]"
4228,12/4/2018,3759876,"[32.5, 13.5]"
4229,12/4/2018,3759875,"[39.0, 9.0]"
4230,12/4/2018,3759872,"[34.5, 12.0]"
4231,12/4/2018,3759848,"[22.75, 13.5]"
4232,12/4/2018,3759846,"[44.25, 21.0]"
4233,12/4/2018,3759832,"[24, 19.5]"
4234,12/4/2018,3759800,"[35.75, 16.5]"
4235,12/4/2018,3759800,"[34.5, 15.0]"
4236,12/4/2018,3759794,"[19.5, 21.0]"
4237,12/4/2018,3759794,"[20.75, 9.0]"
4238,12/4/2018,3759655,"[52.0, 10.5]"
4239,12/4/2018,3759651,"[29.25, 13.5]"
4240,12/4/2018,3759657,"[44.25, 21.0]"
4241,12/4/2018,3759646,"[22.75, 12.0]"
4242,12/4/2018,3759646,"[20.75, 12.0]"
4243,12/4/2018,3759646,"[20.75, 12.0]"
4244,12/4/2018,3759646,"[20.75, 12.0]"
4245,12/4/2018,3759643,"[24, 13.5]"
4246,12/15/2018,3809814,"[19.5, 21.0]"
4247,12/15/2018,3809814,"[20.75, 9.0]"
4248,12/15/2018,3809788,"[19.5, 21.0]"
4249,12/15/2018,3809788,"[20.75, 9.0]"
4250,12/15/2018,3809762,"[34.5, 9.0]"
4251,12/15/2018,3809745,"[32.5, 18.0]"
4252,12/15/2018,3809745,"[15.25, 10.5]"
4253,12/15/2018,3809745,"[15.25, 6.0]"
4254,12/15/2018,3809689,"[50.75, 9.0]"
4255,12/15/2018,3809689,"[20.75, 9.0]"
4256,12/15/2018,3809712,"[19.5, 21.0]"
4257,12/15/2018,3809712,"[37.75, 21.0]"
4258,12/15/2018,3809644,"[34.5, 15.0]"
4259,12/15/2018,3809644,"[26, 21.0]"
4260,12/15/2018,3809061,"[45.5, 22.5]"
4261,12/15/2018,3809061,"[19.5, 21.0]"
4262,12/15/2018,3811968,"[52.0, 13.5]"
4263,12/15/2018,3811959,"[24, 6.0]"
4264,12/15/2018,3811944,"[20.75, 6.0]"
4265,12/15/2018,3811939,"[26, 6.0]"
4266,12/15/2018,3811815,"[39.0, 9.0]"
4267,12/15/2018,3811796,"[22.75, 10.5]"
4268,12/15/2018,3811775,"[24, 16.5]"
4269,12/15/2018,3811777,"[22.75, 13.5]"
4270,12/15/2018,3811761,"[26, 6.0]"
4271,12/15/2018,3811757,"[22.75, 12.0]"
4272,12/15/2018,3811747,"[31.25, 12.0]"
4273,12/15/2018,3811749,"[24, 19.5]"
4274,12/15/2018,3811749,"[20.75, 22.5]"
4275,12/15/2018,3811749,"[20.75, 12.0]"
4276,12/15/2018,3811739,"[39.0, 15.0]"
4277,12/15/2018,3811739,"[15.25, 12.0]"
4278,12/15/2018,3811739,"[20.75, 16.5]"
4279,12/15/2018,3811705,"[28.0, 9.0]"
4280,12/15/2018,3811685,"[24, 19.5]"
4281,12/15/2018,3811657,"[32.5, 6.0]"
4282,12/15/2018,3811656,"[22.75, 12.0]"
4283,12/15/2018,3811655,"[26, 15.0]"
4284,12/15/2018,3811655,"[45.5, 10.5]"
4285,12/15/2018,3811648,"[24, 21.0]"
4286,12/15/2018,3811614,"[24, 6.0]"
4287,12/15/2018,3811615,"[24, 18.0]"
4288,12/15/2018,3811608,"[44.25, 21.0]"
4289,12/15/2018,3811607,"[37.75, 12.0]"
4290,12/15/2018,3811607,"[37.75, 12.0]"
4291,12/15/2018,3811607,"[20.75, 21.0]"
4292,12/15/2018,3811594,"[24, 21.0]"
4293,12/15/2018,3811590,"[35.75, 21.0]"
4294,12/15/2018,3811590,"[19.5, 15.0]"
4295,12/15/2018,3811590,"[15.25, 21.0]"
4296,12/15/2018,3811590,"[20.75, 15.0]"
4297,12/15/2018,3811581,"[26, 16.5]"
4298,12/15/2018,3811513,"[15.25, 21.0]"
4299,12/15/2018,3811510,"[41.0, 10.5]"
4300,12/15/2018,3811489,"[22.75, 12.0]"
4301,12/15/2018,3811489,"[22.75, 12.0]"
4302,12/15/2018,3811478,"[20.75, 18.0]"
4303,12/15/2018,3811442,"[45.5, 19.5]"
4304,12/15/2018,3811442,"[22.75, 13.5]"
4305,12/15/2018,3811412,"[47.5, 10.5]"
4306,12/15/2018,3811412,"[37.75, 13.5]"
4307,12/15/2018,3811412,"[19.5, 21.0]"
4308,12/15/2018,3811412,"[22.75, 12.0]"
4309,12/15/2018,3811363,"[22.75, 9.0]"
4310,12/15/2018,3811363,"[24, 21.0]"
4311,12/15/2018,3811350,"[47.5, 12.0]"
4312,12/15/2018,3811342,"[24, 13.5]"
4313,12/15/2018,3811340,"[39.0, 9.0]"
4314,12/15/2018,3811336,"[19.5, 21.0]"
4315,12/15/2018,3811333,"[39.0, 16.5]"
4316,12/15/2018,3811325,"[47.5, 10.5]"
4317,12/15/2018,3811319,"[44.25, 10.5]"
4318,12/15/2018,3811319,"[19.5, 21.0]"
4319,12/15/2018,3811318,"[44.25, 22.5]"
4320,12/15/2018,3811318,"[19.5, 21.0]"
4321,12/15/2018,3811288,"[47.5, 12.0]"
4322,12/15/2018,3811286,"[44.25, 6.0]"
4323,12/15/2018,3811286,"[19.5, 21.0]"
4324,12/15/2018,3811269,"[32.5, 6.0]"
4325,12/15/2018,3811267,"[19.5, 21.0]"
4326,12/15/2018,3811267,"[45.5, 22.5]"
4327,12/15/2018,3811260,"[48.75, 16.5]"
4328,12/15/2018,3811249,"[32.5, 19.5]"
4329,12/15/2018,3811249,"[26, 12.0]"
4330,12/15/2018,3811234,"[19.5, 21.0]"
4331,12/15/2018,3811213,"[24, 12.0]"
4332,12/15/2018,3811212,"[20.75, 13.5]"
4333,12/15/2018,3811211,"[34.5, 12.0]"
4334,12/15/2018,3811207,"[47.5, 12.0]"
4335,12/15/2018,3811205,"[22.75, 15.0]"
4336,12/15/2018,3811200,"[22.75, 13.5]"
4337,12/15/2018,3811200,"[34.5, 19.5]"
4338,12/15/2018,3811199,"[41.0, 22.5]"
4339,12/15/2018,3811190,"[47.5, 9.0]"
4340,12/15/2018,3811191,"[42.25, 9.0]"
4341,12/15/2018,3811191,"[22.75, 15.0]"
4342,12/15/2018,3811191,"[35.75, 16.5]"
4343,12/15/2018,3811191,"[29.25, 6.0]"
4344,12/15/2018,3811179,"[48.75, 9.0]"
4345,12/15/2018,3811173,"[19.5, 21.0]"
4346,12/15/2018,3811171,"[34.5, 18.0]"
4347,12/15/2018,3811171,"[19.5, 21.0]"
4348,12/15/2018,3811171,"[24, 18.0]"
4349,12/15/2018,3811167,"[45.5, 19.5]"
4350,12/15/2018,3811161,"[32.5, 22.5]"
4351,12/15/2018,3811888,"[26, 13.5]"
4352,12/15/2018,3811958,"[28.0, 22.5]"
4353,12/15/2018,3811958,"[34.5, 19.5]"
4354,12/15/2018,3811832,"[20.75, 12.0]"
4355,12/15/2018,3811832,"[22.75, 12.0]"
4356,12/15/2018,3811832,"[20.75, 12.0]"
4357,12/15/2018,3811797,"[24, 21.0]"
4358,12/15/2018,3811760,"[41.0, 15.0]"
4359,12/15/2018,3811760,"[20.75, 9.0]"
4360,12/15/2018,3811674,"[48.75, 12.0]"
4361,12/15/2018,3811391,"[37.75, 21.0]"
4362,12/15/2018,3811156,"[19.5, 21.0]"
4363,12/15/2018,3811149,"[24, 13.5]"
4364,12/15/2018,3811149,"[24, 13.5]"
